fill_error_mm,drain_error_mm,equilibrium_drift_mm,equilibrium_pwm_pct,equilibrium_flow_L_min,nominal_volume_L
1.69309011255336e-12,8.32667268468867e-14,0,48.7150572049341,0.292290343229605,5.02654824574367
